region,candidato,sexo,edad_grupo,poblacion_region,porcentaje_grupo,ingreso_promedio,score,sentimiento,probabilidad,ganador,indecisos
Cusco,Vizcarra,M,18-25,8943179,0.0917,1077,77.49,0.45,0.6173,1,0.3584
Huánuco,Fujimori,M,41-60,5250252,0.1153,965,46.94,0.27,0.4632,0,0.1617
Apurímac,Vizcarra,F,41-60,1270529,0.1194,1086,47.11,0.21,0.4175,0,0.2688
Apurímac,López Aliaga,M,41-60,4799694,0.066,1056,67.93,0.41,0.5558,1,0.3917
Ucayali,Vizcarra,M,26-40,1997162,0.1375,1119,53.77,0.38,0.4855,0,0.4156
Junín,Fujimori,F,41-60,4685250,0.1253,855,77.97,0.26,0.5244,1,0.4559
Ucayali,Vizcarra,F,18-25,7525275,0.0685,706,84.5,0.41,0.6687,1,0.1618
Huánuco,Vizcarra,F,60+,4065962,0.1529,1178,69.8,0.26,0.4957,0,0.4389
Cusco,Fujimori,F,60+,9804471,0.1228,903,45.26,0.3,0.4035,0,0.4888
Tumbes,López Aliaga,M,41-60,6788099,0.0772,854,86.28,0.45,0.6729,1,0.2582
Cajamarca,López Aliaga,M,41-60,1582877,0.1586,1184,58.52,0.42,0.5461,1,0.2896
Cajamarca,Vizcarra,F,60+,6849850,0.0697,1130,41.55,0.78,0.5973,1,0.4094
Ayacucho,Acuña,M,18-25,5127308,0.149,1064,81.68,0.46,0.6682,1,0.2209
La Libertad,López Aliaga,F,18-25,7698046,0.1756,1232,67.89,0.41,0.5685,1,0.3322
Tumbes,Acuña,M,18-25,6101358,0.077,838,79.12,0.64,0.7287,1,0.2202
San Martín,Alvarez,F,26-40,2981906,0.145,864,47.4,0.71,0.5973,1,0.3844
San Martín,López Aliaga,M,60+,7089249,0.0959,966,62.92,0.22,0.4611,0,0.3983
Callao,Vizcarra,M,18-25,5388727,0.1107,719,41.72,0.78,0.5837,1,0.4796
Loreto,Vizcarra,F,60+,1943647,0.1265,1281,58.77,0.37,0.5474,1,0.1813
Tumbes,López Aliaga,M,60+,1392632,0.125,1198,83.28,0.79,0.7959,1,0.263
Pasco,Vizcarra,M,18-25,6193455,0.0642,1210,82.7,0.46,0.6284,1,0.4388
Cusco,López Aliaga,M,26-40,9996866,0.054,1142,88.58,0.33,0.6086,1,0.3936
Moquegua,Acuña,F,41-60,4899906,0.1185,1265,71.63,0.59,0.6356,1,0.4279
Huancavelica,López Aliaga,F,26-40,2590008,0.1788,1002,50.03,0.8,0.6917,1,0.1359
Callao,López Aliaga,M,60+,9876760,0.1463,1248,47.14,0.65,0.5679,1,0.4076
Huancavelica,Alvarez,F,41-60,2186689,0.1019,803,76.16,0.37,0.5769,1,0.375
Cajamarca,López Aliaga,M,60+,7771138,0.125,887,74.89,0.2,0.5529,1,0.1404
Cajamarca,Fujimori,F,18-25,3481206,0.1533,861,75.35,0.23,0.5676,1,0.1292
La Libertad,Vizcarra,F,41-60,3132214,0.0529,726,69.16,0.71,0.6949,1,0.3196
Puno,Acuña,M,41-60,9643026,0.1487,1012,49.39,0.63,0.561,1,0.4468
Huánuco,Fujimori,F,60+,7084851,0.1184,859,63.16,0.34,0.5447,1,0.2213
Lima,Vizcarra,M,41-60,8997590,0.1022,1165,47.93,0.73,0.5975,1,0.4295
Ica,Alvarez,F,18-25,5870414,0.05,1140,65.56,0.23,0.5114,1,0.2105
Cajamarca,Alvarez,M,60+,9923591,0.0821,1089,77.05,0.39,0.6359,1,0.1408
Amazonas,López Aliaga,M,18-25,4441771,0.1526,1151,84.59,0.46,0.6297,1,0.464
Loreto,Vizcarra,M,18-25,7785945,0.0717,874,75.65,0.6,0.6453,1,0.4864
Junín,López Aliaga,M,60+,5856093,0.1118,1232,71.72,0.8,0.7784,1,0.1419
San Martín,Vizcarra,F,18-25,3670574,0.0772,1195,58.44,0.42,0.5783,1,0.1209
Huancavelica,Acuña,F,18-25,8820364,0.1605,799,50.6,0.59,0.5824,1,0.2889
Tumbes,Alvarez,F,18-25,1301590,0.0547,872,59.74,0.76,0.7123,1,0.1503
Apurímac,Vizcarra,F,60+,6887595,0.1387,848,63.41,0.55,0.6458,1,0.1341
Ica,López Aliaga,M,18-25,9979253,0.1171,753,53.38,0.7,0.6729,1,0.1059
Ayacucho,Fujimori,F,18-25,1537954,0.1026,1086,66.55,0.56,0.6682,1,0.104
Ica,Alvarez,F,26-40,8363493,0.1506,818,78.65,0.51,0.6216,1,0.4904
San Martín,Acuña,F,41-60,3145704,0.0845,1120,40.88,0.38,0.4321,0,0.4093
Callao,Vizcarra,M,26-40,2247947,0.1239,1227,73.15,0.53,0.6139,1,0.4517
Pasco,Alvarez,F,41-60,7835655,0.1288,924,54.56,0.32,0.5157,1,0.1609
Cusco,López Aliaga,M,18-25,2989921,0.1129,925,77.37,0.48,0.6786,1,0.1231
Cusco,Alvarez,M,18-25,7300785,0.1752,1030,43.78,0.42,0.5049,1,0.1902
Junín,Fujimori,M,26-40,1108617,0.1252,1206,47.35,0.69,0.5932,1,0.3544
Lima,Vizcarra,M,41-60,6239296,0.1732,748,56.87,0.63,0.6184,1,0.3155
Huancavelica,Fujimori,F,18-25,4748401,0.1147,704,51.51,0.23,0.4435,0,0.2663
Cajamarca,López Aliaga,F,41-60,3392316,0.1384,821,43.81,0.36,0.4366,0,0.4228
Moquegua,Fujimori,F,18-25,7528926,0.0715,702,62.28,0.33,0.5553,1,0.12
Amazonas,Alvarez,F,41-60,1547852,0.161,749,52.1,0.78,0.6832,1,0.1788
Apurímac,Vizcarra,F,60+,4172863,0.1179,789,50.96,0.48,0.5004,1,0.4678
Tacna,Fujimori,F,26-40,6240107,0.0962,1270,74.92,0.44,0.5783,1,0.4812
Áncash,Acuña,F,60+,6839523,0.0802,1194,62.91,0.67,0.6224,1,0.4841
Moquegua,Acuña,F,60+,2450824,0.0512,1120,57.85,0.76,0.6954,1,0.1915
Ica,Acuña,F,26-40,6630395,0.1169,1021,80.41,0.35,0.6229,1,0.1983
Apurímac,Vizcarra,M,18-25,6448393,0.07,964,89.5,0.77,0.8076,1,0.2979
Ucayali,Acuña,M,18-25,8673491,0.1481,1103,85.92,0.77,0.7857,1,0.3308
Lambayeque,Alvarez,F,18-25,5100915,0.104,790,82.36,0.74,0.7358,1,0.4509
Piura,Vizcarra,M,26-40,9831370,0.0551,740,41.8,0.31,0.3999,0,0.4467
La Libertad,Alvarez,M,60+,2560511,0.0924,798,81.98,0.29,0.588,1,0.272
Tacna,Fujimori,F,18-25,7153300,0.1514,1161,63.82,0.5,0.6183,1,0.1819
Cusco,Alvarez,F,41-60,1025391,0.0769,1257,43.56,0.24,0.3755,0,0.4763
Ayacucho,Alvarez,M,41-60,4091070,0.1445,888,78.7,0.41,0.5934,1,0.4299
Áncash,Alvarez,M,41-60,6050295,0.171,978,59.59,0.53,0.587,1,0.3128
Ucayali,Vizcarra,F,26-40,2827320,0.0765,1090,40.5,0.46,0.4564,0,0.4531
San Martín,Vizcarra,F,60+,7831845,0.1333,1210,60.8,0.66,0.6366,1,0.3439
Ayacucho,Alvarez,F,41-60,8991922,0.0663,905,56.85,0.8,0.6948,1,0.2623
Loreto,Acuña,F,18-25,5799111,0.0602,971,67.22,0.63,0.6858,1,0.1669
Huancavelica,Alvarez,M,60+,6807509,0.097,1204,87.46,0.58,0.7512,1,0.152
Ayacucho,Alvarez,M,41-60,5430232,0.098,1262,86.65,0.7,0.7494,1,0.3789
Callao,López Aliaga,F,18-25,4823278,0.0663,1106,82.52,0.41,0.6703,1,0.1123
Huancavelica,Acuña,M,18-25,5454419,0.0705,1007,45.94,0.66,0.5736,1,0.3684
La Libertad,Alvarez,M,41-60,9525977,0.1522,799,76.72,0.43,0.6571,1,0.1101
Piura,López Aliaga,F,26-40,3268665,0.1596,969,44.88,0.54,0.5336,1,0.3004
Cajamarca,Alvarez,M,18-25,7981479,0.1058,1038,55.44,0.49,0.588,1,0.1474
Loreto,López Aliaga,M,60+,1508175,0.1625,1254,47.86,0.39,0.5026,1,0.216
Tumbes,López Aliaga,M,18-25,3287111,0.0907,1218,86.76,0.71,0.7327,1,0.4928
Pasco,Fujimori,F,60+,5329275,0.0526,812,59.53,0.31,0.5111,1,0.2647
Cajamarca,Alvarez,M,18-25,954692,0.0821,817,57.79,0.25,0.4846,0,0.2334
San Martín,Acuña,M,26-40,7589408,0.152,840,76.67,0.27,0.5321,1,0.4124
San Martín,Acuña,F,60+,2986268,0.1724,1037,85.74,0.21,0.5697,1,0.28
Huánuco,Alvarez,F,26-40,4707129,0.1773,1024,67.77,0.31,0.5301,1,0.3329
Madre de Dios,López Aliaga,M,60+,859778,0.1128,797,53.43,0.37,0.4902,0,0.3627
San Martín,Fujimori,M,41-60,1811930,0.1737,1194,54.86,0.26,0.4536,0,0.3396
Piura,López Aliaga,M,26-40,8432285,0.052,1008,88.25,0.35,0.6191,1,0.3704
Amazonas,Alvarez,M,60+,851707,0.1626,957,87.34,0.26,0.6224,1,0.1619
Lima,López Aliaga,F,41-60,1578799,0.1264,947,75.06,0.61,0.6908,1,0.2633
Madre de Dios,Acuña,F,41-60,5247395,0.1745,782,59.95,0.7,0.6863,1,0.1754
Cajamarca,Alvarez,F,26-40,3537946,0.0925,753,84.5,0.25,0.5537,1,0.4229
Lima,Vizcarra,M,41-60,4199752,0.0798,947,67.34,0.6,0.6343,1,0.3803
La Libertad,Alvarez,M,41-60,2697951,0.0518,1135,52.42,0.33,0.4995,0,0.2083
Loreto,Fujimori,F,41-60,9000252,0.1276,1013,69.74,0.42,0.6016,1,0.2332
Moquegua,López Aliaga,F,41-60,9625150,0.1523,1288,59.87,0.51,0.6025,1,0.2013
Lambayeque,López Aliaga,F,26-40,8163280,0.0768,772,79.99,0.4,0.5908,1,0.4461
Amazonas,Acuña,M,26-40,6041684,0.1636,1144,71.9,0.7,0.7077,1,0.2998
Moquegua,Vizcarra,M,18-25,7269723,0.1572,1229,54.62,0.47,0.5833,1,0.1088
Arequipa,Acuña,M,26-40,4955479,0.0865,906,75.65,0.21,0.5326,1,0.2635
Cajamarca,Acuña,F,18-25,1570692,0.1471,720,76.03,0.7,0.7268,1,0.2785
Arequipa,Acuña,M,60+,8961562,0.1219,1011,52.74,0.65,0.6431,1,0.1307
Tumbes,Alvarez,M,41-60,6024237,0.1552,1243,79.32,0.58,0.6991,1,0.2494
Callao,Alvarez,M,18-25,6017084,0.0601,836,81.44,0.41,0.6278,1,0.3086
Ayacucho,Fujimori,M,18-25,5229899,0.11,1170,60.73,0.21,0.4824,0,0.2184
Lima,Acuña,M,18-25,9351795,0.1136,1194,61.48,0.64,0.6146,1,0.4452
Ayacucho,Vizcarra,F,26-40,5982101,0.0949,988,60.71,0.64,0.6081,1,0.4527
Huánuco,Vizcarra,M,60+,6072225,0.129,933,52.27,0.23,0.4516,0,0.2564
Pasco,Vizcarra,F,60+,8838762,0.1039,1208,77.69,0.72,0.7256,1,0.3716
Cusco,Fujimori,M,18-25,1284273,0.1036,1053,83.53,0.58,0.703,1,0.313
La Libertad,Alvarez,M,60+,6250652,0.0686,994,74.6,0.32,0.5766,1,0.2567
Madre de Dios,López Aliaga,M,26-40,6395956,0.0524,892,79.64,0.24,0.5572,1,0.2897
Lima,Acuña,M,41-60,5660319,0.1646,1079,76.57,0.62,0.6734,1,0.4011
Ucayali,Alvarez,M,60+,7659698,0.1087,898,49.17,0.71,0.5913,1,0.453
Apurímac,López Aliaga,M,26-40,5555997,0.1545,756,85.09,0.32,0.6438,1,0.1268
San Martín,Vizcarra,M,18-25,4639847,0.1602,991,67.28,0.79,0.7287,1,0.2802
La Libertad,Acuña,F,41-60,5437203,0.1227,920,56.06,0.33,0.509,1,0.2402
Cusco,López Aliaga,M,26-40,1150067,0.0955,821,86.46,0.43,0.6304,1,0.4325
Madre de Dios,Alvarez,F,41-60,7764705,0.0635,1016,42.43,0.55,0.5351,1,0.2704
Ayacucho,Acuña,F,41-60,8067807,0.1486,1013,40.73,0.32,0.4156,0,0.3853
Callao,Vizcarra,M,41-60,1358981,0.1681,1141,77.94,0.56,0.6627,1,0.3617
Arequipa,Fujimori,M,18-25,2753341,0.1431,1144,53.55,0.32,0.4976,0,0.2255
Cusco,Acuña,M,26-40,7036893,0.1469,999,67.9,0.55,0.6612,1,0.1535
Pasco,Fujimori,M,26-40,7098941,0.0854,1068,74.62,0.36,0.5467,1,0.4756
Amazonas,Acuña,F,60+,5583725,0.1361,1285,80.75,0.67,0.7088,1,0.4043
Cajamarca,Vizcarra,F,18-25,8293971,0.0696,903,50.86,0.48,0.5537,1,0.2056
Puno,López Aliaga,M,18-25,5668923,0.1616,819,79.19,0.46,0.6636,1,0.1804
Tumbes,Acuña,M,60+,5940709,0.1472,957,80.64,0.62,0.6748,1,0.4869
Piura,Vizcarra,M,18-25,9777182,0.1549,790,82.9,0.8,0.8117,1,0.1966
Lima,Acuña,M,18-25,1753122,0.0969,1158,79.19,0.54,0.6876,1,0.2251
Loreto,Acuña,M,26-40,7348894,0.1692,1161,75.31,0.39,0.6248,1,0.1531
Ica,Fujimori,M,41-60,4032452,0.1263,824,69.05,0.79,0.7134,1,0.4027
Ica,Fujimori,F,18-25,3871640,0.124,975,83.42,0.43,0.655,1,0.2486
Ayacucho,López Aliaga,M,41-60,7900052,0.1344,1261,80.22,0.63,0.7051,1,0.3373
Ica,López Aliaga,M,26-40,8317750,0.1703,1170,71.58,0.23,0.5078,1,0.3577
Ucayali,Alvarez,F,26-40,800917,0.1553,763,60.69,0.32,0.5484,1,0.1169
Moquegua,Alvarez,M,26-40,8357773,0.0525,1133,78.96,0.57,0.6662,1,0.3799
Junín,Vizcarra,F,26-40,4145026,0.1135,855,60.09,0.29,0.4915,0,0.329
Cajamarca,Fujimori,F,26-40,5780249,0.1271,1286,57.75,0.23,0.5009,1,0.1127
Cusco,Fujimori,F,18-25,6719359,0.1645,1039,84.15,0.6,0.7379,1,0.1845
La Libertad,López Aliaga,M,60+,6559919,0.1459,854,54.33,0.68,0.5902,1,0.4989
Piura,Acuña,F,18-25,7400430,0.1765,922,63.25,0.71,0.7114,1,0.125
Piura,Vizcarra,M,18-25,6943243,0.1659,763,55.3,0.53,0.5505,1,0.4158
Callao,Vizcarra,F,26-40,2334227,0.0849,749,45.05,0.3,0.4686,0,0.1589
Apurímac,Acuña,F,18-25,5740359,0.0511,995,47.78,0.32,0.4504,0,0.3522
Tumbes,Vizcarra,F,41-60,9966243,0.0581,712,50.53,0.69,0.6445,1,0.1588
Cajamarca,Fujimori,M,41-60,4701403,0.1545,1001,46.86,0.55,0.5464,1,0.3022
Lambayeque,López Aliaga,F,60+,2542166,0.1074,844,89.21,0.44,0.6546,1,0.3861
Puno,Fujimori,M,26-40,1095599,0.1367,1229,78.85,0.72,0.7572,1,0.2256
Tacna,Acuña,M,60+,2404243,0.0754,917,64.47,0.64,0.6565,1,0.297
Junín,López Aliaga,F,41-60,2602466,0.1029,747,56.41,0.47,0.5336,1,0.405
Cusco,Acuña,M,18-25,7027952,0.1163,928,76.81,0.51,0.6208,1,0.4478
San Martín,Vizcarra,F,41-60,5436440,0.0684,886,68.54,0.31,0.5563,1,0.2115
Apurímac,Acuña,F,26-40,4437967,0.1285,1105,68.83,0.54,0.6397,1,0.2485
Cajamarca,López Aliaga,F,41-60,5437370,0.1224,775,82.26,0.68,0.766,1,0.17
Ucayali,Alvarez,M,26-40,3131348,0.0825,1295,53.16,0.2,0.4032,0,0.4483
Moquegua,Alvarez,F,60+,1941452,0.0698,1036,62.92,0.41,0.5885,1,0.1375
Cusco,Fujimori,M,18-25,3233351,0.081,1014,85.42,0.48,0.6767,1,0.2865
Ucayali,Acuña,F,41-60,2078673,0.1276,1210,89.98,0.66,0.7728,1,0.2591
Moquegua,Acuña,M,18-25,5844829,0.1341,1266,51.34,0.6,0.5887,1,0.2873
Junín,Acuña,M,60+,5640349,0.1609,1116,86.42,0.8,0.7811,1,0.4184
Ica,Fujimori,F,18-25,1098783,0.1442,839,45.58,0.56,0.5658,1,0.2124
Junín,Alvarez,M,60+,3473705,0.1239,838,72.58,0.33,0.5564,1,0.3226
Puno,Acuña,F,41-60,7559991,0.0976,1089,55.9,0.65,0.629,1,0.2724
Cusco,Alvarez,M,41-60,3435122,0.088,838,56.61,0.38,0.5536,1,0.1166
Callao,Vizcarra,M,18-25,5265669,0.075,846,54.78,0.57,0.5799,1,0.3399
Piura,Vizcarra,F,26-40,2372138,0.1092,757,73.91,0.53,0.6582,1,0.2388
Lambayeque,López Aliaga,F,60+,1350242,0.1789,909,67.05,0.79,0.6894,1,0.4756
Moquegua,Vizcarra,F,60+,4331674,0.0812,836,75.51,0.36,0.6002,1,0.2366
La Libertad,Alvarez,M,26-40,8932162,0.0507,949,43,0.74,0.5974,1,0.359
Cusco,Fujimori,M,41-60,6374807,0.0649,704,87.08,0.67,0.7595,1,0.285
Huancavelica,Acuña,F,26-40,1068449,0.0964,1050,77.87,0.38,0.6184,1,0.2195
Loreto,Alvarez,F,18-25,5261213,0.1285,1077,83.16,0.69,0.7762,1,0.1693
Amazonas,Vizcarra,F,18-25,3514766,0.0678,949,76.69,0.58,0.6718,1,0.3334
Ayacucho,Alvarez,M,60+,8820497,0.1668,891,59.98,0.4,0.5775,1,0.1043
Tacna,López Aliaga,M,60+,5442681,0.0598,936,58.08,0.26,0.4676,0,0.334
Ayacucho,Alvarez,M,60+,3314368,0.0542,1059,72.94,0.52,0.6712,1,0.1413
La Libertad,López Aliaga,F,41-60,4303548,0.1051,1137,79.68,0.22,0.5238,1,0.4128
Tumbes,Fujimori,M,41-60,9321267,0.1181,1287,50.91,0.79,0.6552,1,0.3298
Ucayali,Fujimori,F,26-40,2447824,0.1121,721,57.54,0.42,0.5127,1,0.4223
Madre de Dios,Fujimori,M,18-25,8742992,0.1127,1195,82.05,0.33,0.6108,1,0.2524
Lima,Acuña,M,18-25,9788400,0.0894,1114,86.63,0.27,0.5603,1,0.4735
Madre de Dios,Alvarez,F,26-40,7234323,0.071,1089,72.82,0.78,0.7394,1,0.3249
Lambayeque,Acuña,M,60+,4499243,0.1297,1098,86.92,0.6,0.7604,1,0.1307
Pasco,Vizcarra,F,41-60,4510879,0.1584,821,80.73,0.57,0.6999,1,0.2494
Ica,Fujimori,M,41-60,922019,0.1191,840,66.89,0.37,0.5769,1,0.1868
Arequipa,López Aliaga,F,60+,5090447,0.0703,889,51,0.51,0.5316,1,0.384
Apurímac,López Aliaga,M,18-25,3162854,0.1587,1256,42.51,0.48,0.5112,1,0.2518
Ucayali,López Aliaga,F,26-40,989073,0.1515,896,59.91,0.47,0.5347,1,0.4574
Tacna,Acuña,F,26-40,8395959,0.064,1193,78.41,0.5,0.659,1,0.2735
Lima,Fujimori,F,18-25,2349317,0.0551,1075,53.6,0.2,0.3977,0,0.4913
Arequipa,Vizcarra,M,18-25,9630852,0.1372,1115,80.27,0.77,0.7763,1,0.2601
Loreto,López Aliaga,M,41-60,7367304,0.0748,1015,62.98,0.46,0.591,1,0.2218
Huancavelica,Fujimori,M,18-25,885166,0.0899,768,67.32,0.45,0.6166,1,0.1641
La Libertad,Alvarez,F,26-40,7570153,0.1011,1193,45.01,0.21,0.3911,0,0.3647
Piura,Fujimori,F,41-60,3459786,0.1579,1222,87.41,0.38,0.6616,1,0.2058
Áncash,Vizcarra,M,26-40,5675217,0.0778,753,61,0.21,0.4377,0,0.4432
Loreto,Alvarez,F,41-60,8296110,0.0552,938,69.42,0.44,0.5552,1,0.4895
Áncash,Fujimori,M,41-60,9221374,0.1676,771,58.74,0.53,0.6229,1,0.1202
Junín,Acuña,F,41-60,4928784,0.0792,762,51.3,0.69,0.5869,1,0.4722
Loreto,Vizcarra,F,26-40,7314524,0.1632,874,44.18,0.33,0.4272,0,0.401
La Libertad,Vizcarra,F,18-25,3809828,0.113,894,74.69,0.53,0.6741,1,0.1865
Puno,Acuña,M,41-60,7483635,0.0694,984,53.41,0.42,0.5276,1,0.2634
Loreto,Fujimori,M,26-40,6321452,0.1544,1170,52.33,0.79,0.676,1,0.2379
Piura,Vizcarra,M,60+,5171272,0.0813,1249,73.62,0.7,0.6989,1,0.3692
Arequipa,Fujimori,F,18-25,1087635,0.0969,1286,73.56,0.36,0.6127,1,0.1325
Huánuco,Alvarez,F,41-60,1400198,0.177,1279,79.69,0.6,0.6908,1,0.3311
Pasco,Acuña,F,26-40,4097466,0.1056,837,56.51,0.54,0.5534,1,0.4402
Lambayeque,Acuña,M,41-60,7647575,0.0668,828,44.98,0.56,0.5428,1,0.3094
Junín,Alvarez,M,41-60,5518912,0.0773,1258,78.27,0.35,0.5646,1,0.4462
Junín,López Aliaga,F,41-60,9234858,0.1601,1030,56.22,0.61,0.5997,1,0.3377
Áncash,Alvarez,F,26-40,5698107,0.0992,729,47.17,0.21,0.416,0,0.2856
Huánuco,Alvarez,M,60+,5028456,0.0784,1073,43,0.28,0.4149,0,0.3424
Piura,Fujimori,M,41-60,4302415,0.0738,861,69.71,0.45,0.6274,1,0.1506
Huancavelica,Fujimori,F,18-25,4146145,0.1321,738,61.32,0.53,0.6229,1,0.1699
Áncash,Alvarez,F,26-40,6346510,0.127,1223,48.3,0.21,0.4301,0,0.2451
Lambayeque,Acuña,F,60+,5588109,0.1622,827,47.53,0.71,0.5752,1,0.4966
San Martín,Acuña,F,60+,3290272,0.1299,863,69.06,0.35,0.5366,1,0.4025
Loreto,López Aliaga,M,60+,7692180,0.0666,803,62.12,0.23,0.4639,0,0.3739
Madre de Dios,Acuña,M,26-40,6259501,0.0623,1226,81.58,0.75,0.7547,1,0.3599
La Libertad,López Aliaga,F,41-60,8994253,0.05,742,75.61,0.41,0.6277,1,0.2018
San Martín,Acuña,M,60+,2304900,0.1219,900,80.61,0.43,0.6213,1,0.3665
Ayacucho,Vizcarra,M,18-25,6019574,0.1579,1286,88.84,0.44,0.7055,1,0.1351
Loreto,López Aliaga,F,26-40,5337454,0.1024,828,73.63,0.61,0.693,1,0.2261
Pasco,Alvarez,M,60+,2378458,0.1401,1063,75.03,0.65,0.6711,1,0.4491
San Martín,López Aliaga,F,41-60,9326508,0.0743,870,41.28,0.37,0.458,0,0.2772
Puno,Acuña,F,41-60,4808146,0.1753,899,45.4,0.49,0.5096,1,0.3342
Huancavelica,Vizcarra,F,41-60,2457583,0.1768,1250,63.71,0.24,0.527,1,0.1192
Huánuco,López Aliaga,M,26-40,9545386,0.1396,974,52.62,0.38,0.4952,0,0.3455
Amazonas,López Aliaga,F,60+,5520058,0.1449,751,58.24,0.58,0.6095,1,0.2865
Ucayali,Vizcarra,F,26-40,8432749,0.1685,1262,41.05,0.39,0.4954,0,0.1228
Ucayali,Acuña,F,26-40,8117619,0.1015,959,77.81,0.47,0.6473,1,0.2649
San Martín,Alvarez,M,18-25,7570161,0.1254,1239,57.28,0.69,0.6476,1,0.2867
Amazonas,Vizcarra,F,26-40,8755229,0.1797,1047,62.59,0.41,0.5634,1,0.2603
Lima,Alvarez,M,26-40,3186537,0.1358,1206,62.1,0.59,0.6591,1,0.1246
Tacna,Alvarez,F,41-60,2208277,0.0735,868,53.12,0.52,0.5897,1,0.1445
Piura,Alvarez,M,60+,5599412,0.0711,887,76.72,0.33,0.6123,1,0.1234
Amazonas,Fujimori,M,18-25,8233980,0.1202,991,43.96,0.54,0.499,0,0.4632
Moquegua,Vizcarra,F,18-25,2744606,0.1299,959,66.18,0.39,0.5637,1,0.288
Huancavelica,Vizcarra,F,26-40,1987018,0.1319,765,81.43,0.67,0.7516,1,0.2108
Callao,Acuña,M,41-60,1373881,0.0923,1298,59.71,0.56,0.5795,1,0.4207
Pasco,Acuña,F,41-60,2413560,0.0694,732,79.3,0.57,0.6981,1,0.2367
San Martín,Acuña,F,41-60,1350428,0.1237,860,57.58,0.57,0.6349,1,0.1096
Junín,Fujimori,M,41-60,1055658,0.0781,1121,62.13,0.23,0.4545,0,0.4282
Arequipa,López Aliaga,F,60+,7415920,0.154,797,67.73,0.7,0.6786,1,0.3526
Ucayali,Alvarez,M,41-60,6409210,0.1626,843,48.23,0.45,0.5514,1,0.1057
Madre de Dios,Alvarez,F,18-25,5066399,0.1286,1152,78.18,0.51,0.6802,1,0.1907
Callao,Fujimori,M,41-60,2635932,0.0712,822,49.22,0.32,0.4745,0,0.2547
Cajamarca,Vizcarra,M,26-40,4030786,0.1591,1219,47.27,0.5,0.5655,1,0.1248
La Libertad,Acuña,M,60+,2051661,0.0648,1032,85.88,0.67,0.7244,1,0.4289
San Martín,Alvarez,M,60+,3627754,0.1595,907,54.83,0.25,0.4843,0,0.168
Madre de Dios,Vizcarra,F,26-40,4539469,0.0966,1119,89.48,0.61,0.7062,1,0.4796
Moquegua,Acuña,M,26-40,3996699,0.0505,1014,73.52,0.59,0.6753,1,0.2643
Lima,Alvarez,F,60+,3237587,0.0529,1180,89.43,0.22,0.5502,1,0.4871
Cajamarca,Acuña,M,18-25,1631635,0.1303,817,50.39,0.55,0.5936,1,0.1449
Lima,Vizcarra,M,18-25,5850058,0.179,846,52.03,0.72,0.6115,1,0.4322
Junín,Alvarez,M,41-60,6820010,0.1539,1139,56.71,0.64,0.6286,1,0.268
Amazonas,López Aliaga,F,41-60,7530419,0.0736,952,87.86,0.73,0.7729,1,0.3609
Cusco,Acuña,F,41-60,2657845,0.1323,1227,78.45,0.8,0.8115,1,0.1044
Tacna,Acuña,F,60+,6315328,0.145,763,75.04,0.55,0.6264,1,0.4755
Moquegua,Alvarez,M,18-25,9158827,0.059,1165,81.37,0.35,0.6087,1,0.2892
Loreto,Vizcarra,M,26-40,5029228,0.1456,1232,70.51,0.49,0.6485,1,0.1533
Ayacucho,Acuña,F,18-25,9343144,0.0915,1236,60.78,0.74,0.7016,1,0.197
Cajamarca,Acuña,M,26-40,1092007,0.1246,1202,43.05,0.22,0.3825,0,0.3858
Piura,Acuña,F,18-25,9576381,0.0755,700,41.13,0.72,0.5851,1,0.3308
Ucayali,Fujimori,M,41-60,8691784,0.0735,741,53.44,0.32,0.5017,1,0.1987
Áncash,Alvarez,M,18-25,9622405,0.1054,720,70.77,0.25,0.5556,1,0.1351
Huánuco,Fujimori,F,18-25,4462097,0.102,1299,80.59,0.21,0.5337,1,0.3598
Huancavelica,Acuña,M,26-40,2400720,0.0933,971,67.87,0.62,0.6482,1,0.365
Lima,Fujimori,M,26-40,9617164,0.0771,1029,46.65,0.58,0.5742,1,0.2279
Huancavelica,Acuña,M,41-60,4579044,0.0532,1208,50.47,0.45,0.5333,1,0.2426
Tumbes,Alvarez,F,41-60,1220993,0.0773,1271,88.83,0.59,0.6955,1,0.4738
Lambayeque,Fujimori,M,18-25,1803510,0.0697,788,56.43,0.23,0.4842,0,0.173
Ucayali,Acuña,F,41-60,3160901,0.1056,798,72.26,0.65,0.7093,1,0.1929
Pasco,Alvarez,F,41-60,6292952,0.1666,1191,82.31,0.31,0.5566,1,0.4825
Callao,López Aliaga,M,18-25,4684175,0.0848,810,80.62,0.25,0.5543,1,0.34
Pasco,Fujimori,M,41-60,2620844,0.1614,706,78.23,0.29,0.5529,1,0.3761
Tacna,Acuña,F,18-25,3288144,0.0801,851,52.18,0.38,0.5371,1,0.1255
Ica,Acuña,F,41-60,3796244,0.1361,1265,77.59,0.69,0.6896,1,0.4783
San Martín,López Aliaga,M,18-25,9028736,0.0607,890,72.34,0.57,0.6483,1,0.3553
La Libertad,López Aliaga,M,41-60,6992357,0.0753,871,81.03,0.61,0.6956,1,0.3544
Arequipa,Acuña,M,41-60,3538384,0.1577,1131,81.48,0.63,0.7477,1,0.1422
Piura,Acuña,M,41-60,6680926,0.0681,723,70.6,0.38,0.5898,1,0.2304
Lima,López Aliaga,M,26-40,5215239,0.0823,1290,87.1,0.38,0.618,1,0.4102
